ID,Customer_ID,Service_ID,Date_ID,Duration,Campaign,Pdays,Previous,Poutcome,Contact,Subscribed
68,26478,9,27858,70,2,-1,0,unknown,cellular,0
69,38231,94,21202,132,5,304,5,failure,cellular,0
70,9676,58,47776,235,3,-1,0,unknown,unknown,0
71,27605,69,48695,14,7,-1,0,unknown,cellular,0
72,24784,59,42712,348,1,-1,0,unknown,cellular,0
73,22275,36,43047,294,3,-1,0,unknown,cellular,0
74,22692,69,36784,67,9,-1,0,unknown,cellular,0
75,8976,95,48605,179,1,-1,0,unknown,unknown,0
76,35314,85,21327,199,1,297,3,failure,cellular,0
77,43246,69,20358,241,2,-1,0,unknown,cellular,1
78,2112,81,34131,102,1,-1,0,unknown,unknown,0
79,32388,93,41929,122,4,149,2,failure,cellular,0
80,8210,87,48593,424,2,-1,0,unknown,unknown,0
81,33329,79,35552,75,1,-1,0,unknown,cellular,0
82,3760,17,20961,130,2,-1,0,unknown,unknown,0
83,8211,78,2045,612,2,-1,0,unknown,unknown,0
84,1074,44,48079,214,2,-1,0,unknown,unknown,0
85,26792,87,37557,117,3,-1,0,unknown,cellular,0
86,36342,96,26022,290,1,-1,0,unknown,cellular,0
87,1102,72,41914,348,3,-1,0,unknown,unknown,0
88,13349,81,36224,529,5,-1,0,unknown,cellular,0
89,26906,6,38798,12,7,-1,0,unknown,cellular,0
90,40762,87,30676,235,1,102,2,failure,telephone,1
91,32792,98,5511,40,9,-1,0,unknown,cellular,0
92,12455,71,41187,108,1,-1,0,unknown,unknown,0
93,7086,68,6060,276,1,-1,0,unknown,unknown,0
94,34789,85,9006,100,1,-1,0,unknown,cellular,0
95,9734,86,29753,100,1,-1,0,unknown,unknown,0
96,37648,22,32633,341,1,330,2,other,cellular,0
97,2142,94,48558,112,1,-1,0,unknown,unknown,0
98,12353,89,40054,48,4,-1,0,unknown,unknown,0
99,21427,84,7534,124,3,-1,0,unknown,cellular,0
100,6671,31,29210,58,1,-1,0,unknown,unknown,0
101,21933,26,39489,171,6,-1,0,unknown,cellular,0
102,17582,65,15354,116,2,-1,0,unknown,cellular,0
103,18589,30,26888,119,1,-1,0,unknown,cellular,0
104,1135,32,34183,281,2,-1,0,unknown,unknown,0
105,35334,13,22959,569,1,297,3,failure,cellular,0
106,14587,76,38065,256,5,-1,0,unknown,cellular,0
107,7247,29,38297,206,1,-1,0,unknown,unknown,0
108,14366,59,43081,64,3,-1,0,unknown,cellular,0
109,10625,37,27521,505,1,-1,0,unknown,unknown,0
110,30068,77,26254,279,3,-1,0,unknown,cellular,0
111,18979,34,28471,299,2,-1,0,unknown,cellular,0
112,36224,67,19507,114,1,301,3,failure,cellular,0
113,32546,38,16871,287,1,-1,0,unknown,cellular,0
114,7436,42,48413,228,3,-1,0,unknown,unknown,0
115,42098,6,41601,69,4,182,4,failure,cellular,0
116,26053,97,43745,225,5,-1,0,unknown,cellular,0
117,10499,97,19017,325,3,-1,0,unknown,unknown,0
118,24803,33,33322,208,1,26,3,success,cellular,0
119,12907,52,42924,457,5,-1,0,unknown,cellular,0
120,22818,19,30908,304,6,-1,0,unknown,cellular,0
121,25385,76,30348,249,3,112,2,failure,telephone,0
122,37080,45,49742,39,1,301,2,success,cellular,0
123,44622,0,19710,161,1,457,2,failure,cellular,0
124,7965,88,33351,147,3,-1,0,unknown,unknown,0
125,42960,96,41763,120,2,104,2,failure,cellular,1
126,13422,3,29266,45,1,-1,0,unknown,cellular,0
127,14517,77,21348,335,2,-1,0,unknown,cellular,0
128,31646,67,11650,139,1,-1,0,unknown,cellular,0
129,24264,26,17853,265,1,-1,0,unknown,cellular,0
130,5861,17,12428,252,2,-1,0,unknown,unknown,0
131,15907,27,21567,712,6,-1,0,unknown,cellular,1
132,14659,27,20642,61,2,-1,0,unknown,cellular,0
133,4550,2,18583,129,2,-1,0,unknown,unknown,0
134,7471,15,40341,35,24,-1,0,unknown,unknown,0
135,23425,91,40937,112,9,-1,0,unknown,cellular,0
136,3189,8,12069,226,2,-1,0,unknown,unknown,0
137,3825,48,15989,322,2,-1,0,unknown,unknown,0
138,28285,45,29968,696,1,-1,0,unknown,cellular,1
139,23111,82,31643,172,5,-1,0,unknown,cellular,0
140,16143,82,2488,100,7,-1,0,unknown,cellular,0
141,5659,7,24827,207,1,-1,0,unknown,unknown,0
142,432,81,1002,765,1,-1,0,unknown,unknown,0
143,34601,31,49475,104,3,256,9,failure,cellular,0
144,18354,91,2275,65,3,-1,0,unknown,cellular,0
145,43371,80,25879,92,2,90,2,success,cellular,1
146,4158,93,46441,238,3,-1,0,unknown,unknown,0
147,24489,0,46719,209,2,-1,0,unknown,cellular,0
148,12640,32,36948,840,2,-1,0,unknown,unknown,0
149,31223,32,14545,1447,2,-1,0,unknown,cellular,1
150,31033,89,22642,354,2,-1,0,unknown,cellular,1
151,32881,6,11781,400,2,-1,0,unknown,cellular,0
152,42323,21,27477,105,2,94,2,success,cellular,1
153,9136,98,12200,57,1,-1,0,unknown,unknown,0
154,32384,68,17654,1018,2,-1,0,unknown,cellular,0
155,24372,9,42774,85,1,-1,0,unknown,cellular,0
156,15792,57,30390,392,1,-1,0,unknown,cellular,0
157,29101,55,9255,302,1,-1,0,unknown,cellular,1
158,23977,16,37597,24,17,-1,0,unknown,cellular,0
159,41839,73,30778,570,1,135,1,failure,cellular,1
160,21956,75,17172,239,2,-1,0,unknown,cellular,0
161,20185,3,11714,170,4,-1,0,unknown,cellular,0
162,25638,55,42487,442,2,113,3,failure,cellular,0
163,15485,60,1000,329,3,-1,0,unknown,cellular,0
164,38246,4,17107,415,1,360,5,failure,cellular,0
165,42649,12,25580,147,2,224,1,failure,cellular,0
166,11992,8,23572,13,5,-1,0,unknown,unknown,0
167,9667,82,23399,145,2,-1,0,unknown,unknown,0
168,2984,64,241,44,8,-1,0,unknown,unknown,0
169,10844,18,46479,491,1,-1,0,unknown,unknown,0
170,43923,20,1816,167,2,98,6,other,cellular,1
171,37334,39,5191,216,4,-1,0,unknown,telephone,0
172,5739,39,11235,222,5,-1,0,unknown,unknown,0
173,16152,10,22389,216,2,-1,0,unknown,cellular,0
174,2219,74,12743,335,1,-1,0,unknown,unknown,0
175,7126,73,2023,162,5,-1,0,unknown,unknown,0
176,22097,57,40168,211,4,-1,0,unknown,cellular,0
177,9932,65,25340,291,3,-1,0,unknown,unknown,0
178,33371,53,45223,222,1,153,4,failure,cellular,0
179,8697,33,1863,1516,2,-1,0,unknown,unknown,0
180,20625,52,6487,453,3,-1,0,unknown,cellular,1
181,23480,20,46985,144,4,-1,0,unknown,cellular,0
182,40533,52,32120,188,2,82,4,other,cellular,0
183,22669,13,24496,68,4,-1,0,unknown,cellular,0
184,28656,83,30962,290,2,-1,0,unknown,cellular,0
185,21478,14,21044,97,6,-1,0,unknown,cellular,0
186,39502,40,11637,116,1,18,3,failure,cellular,0
187,11513,87,45877,26,2,-1,0,unknown,unknown,0
188,9432,62,7431,106,2,-1,0,unknown,unknown,0
189,35945,25,8104,40,6,343,2,failure,cellular,0
190,32911,99,12804,129,4,337,1,other,cellular,0
191,4694,42,35747,169,4,-1,0,unknown,unknown,0
192,14836,99,26568,83,2,-1,0,unknown,cellular,0
193,34488,24,45460,187,1,365,1,other,cellular,0
194,10632,0,31902,266,1,-1,0,unknown,unknown,0
195,40860,79,33938,121,1,-1,0,unknown,cellular,0
196,40931,0,33468,243,1,-1,0,unknown,cellular,0
197,8358,78,17351,87,1,-1,0,unknown,unknown,0
198,41299,67,4517,143,1,93,1,failure,cellular,0
199,37009,97,26950,26,1,174,2,failure,telephone,0
200,40899,18,21867,153,1,-1,0,unknown,cellular,0
201,10119,36,25956,83,1,-1,0,unknown,unknown,0
202,1442,26,19597,626,6,-1,0,unknown,unknown,0
203,30602,33,21948,12,7,-1,0,unknown,cellular,0
204,40641,96,48234,254,1,-1,0,unknown,cellular,1
205,30176,5,27980,313,7,-1,0,unknown,cellular,0
206,24873,9,13046,300,1,96,4,failure,cellular,0
207,15581,78,24891,166,1,-1,0,unknown,cellular,0
208,16495,49,15188,329,3,-1,0,unknown,telephone,0
209,6790,38,18876,174,1,-1,0,unknown,unknown,0
210,15730,18,16792,80,3,-1,0,unknown,cellular,0
211,18336,62,28312,196,2,-1,0,unknown,cellular,0
212,10468,28,11940,10,5,-1,0,unknown,unknown,0
213,43176,68,45434,229,1,182,1,success,cellular,1
214,30955,80,34574,71,2,-1,0,unknown,cellular,0
215,41762,14,30173,135,1,113,2,failure,cellular,0
216,33333,86,48275,159,2,-1,0,unknown,cellular,0
217,23896,35,42905,141,2,-1,0,unknown,cellular,0
218,32775,9,14744,214,2,-1,0,unknown,cellular,0
219,40607,98,2641,236,1,92,4,failure,cellular,0
220,31057,12,48084,61,1,193,1,failure,cellular,0
221,8202,87,49306,221,2,-1,0,unknown,unknown,0
222,27564,5,47003,229,2,-1,0,unknown,cellular,0
223,36370,19,33710,175,1,-1,0,unknown,cellular,0
224,10545,64,23312,35,6,-1,0,unknown,unknown,0
225,38342,31,18543,311,1,-1,0,unknown,cellular,0
226,55,31,40581,145,1,-1,0,unknown,unknown,0
227,1229,56,20920,96,2,-1,0,unknown,unknown,0
228,2694,61,12186,109,9,-1,0,unknown,unknown,0
229,7324,29,11520,135,4,-1,0,unknown,unknown,0
230,4282,57,43494,48,3,-1,0,unknown,unknown,0
231,15229,56,6863,330,3,-1,0,unknown,cellular,0
232,6445,96,3738,136,2,-1,0,unknown,unknown,0
233,34189,91,29415,160,4,83,3,failure,cellular,0
234,22139,9,8972,104,2,-1,0,unknown,cellular,0
235,34075,71,28688,214,1,87,1,failure,cellular,0
236,33204,11,33535,28,7,272,3,other,cellular,0
237,13862,28,7603,579,1,-1,0,unknown,cellular,0
238,34002,51,5230,268,1,261,5,other,cellular,1
239,9603,56,28387,201,6,-1,0,unknown,unknown,0
240,3672,98,30076,206,4,-1,0,unknown,unknown,0
241,11913,13,975,13,11,-1,0,unknown,unknown,0
242,37737,69,22829,8,5,-1,0,unknown,cellular,0
243,8103,62,43811,184,1,-1,0,unknown,unknown,0
244,37018,13,41528,863,3,-1,0,unknown,cellular,1
245,18639,1,48344,14,20,-1,0,unknown,telephone,0
246,33704,6,36825,100,1,-1,0,unknown,cellular,1
247,29939,3,824,197,1,-1,0,unknown,telephone,0
248,14505,47,49698,400,3,-1,0,unknown,cellular,0
249,7169,42,41509,257,1,-1,0,unknown,unknown,0
250,16240,69,4940,500,3,-1,0,unknown,cellular,0
251,19240,68,11721,220,2,-1,0,unknown,cellular,0
252,27090,98,26818,202,1,-1,0,unknown,cellular,0
253,17190,7,43214,31,3,-1,0,unknown,cellular,0
254,34443,81,19705,133,1,-1,0,unknown,cellular,0
255,10131,63,11501,95,2,-1,0,unknown,unknown,0
256,324,84,27448,148,2,-1,0,unknown,unknown,0
257,19134,86,14039,409,1,-1,0,unknown,cellular,0
258,36668,79,48020,118,1,-1,0,unknown,cellular,0
259,9784,55,21101,136,1,-1,0,unknown,unknown,0
260,18779,70,4579,15,25,-1,0,unknown,telephone,0
261,41234,76,14847,171,3,91,1,failure,cellular,0
262,25464,26,36056,84,3,-1,0,unknown,cellular,0
263,7778,11,9309,306,1,-1,0,unknown,unknown,0
264,40578,25,39005,305,7,-1,0,unknown,telephone,0
265,7900,11,33006,288,2,-1,0,unknown,unknown,0
266,38641,78,1057,18,6,-1,0,unknown,cellular,0
267,2020,6,31464,154,2,-1,0,unknown,unknown,0
268,21497,77,16984,125,4,-1,0,unknown,cellular,0
269,17929,71,36552,219,2,-1,0,unknown,cellular,0
270,6186,82,33461,271,3,-1,0,unknown,unknown,0
271,721,79,44945,190,3,-1,0,unknown,unknown,0
272,42426,37,15842,85,2,-1,0,unknown,cellular,0
273,28884,0,12952,511,2,-1,0,unknown,cellular,0
274,29926,52,3037,147,1,-1,0,unknown,cellular,0
275,34621,10,15994,259,1,-1,0,unknown,cellular,0
276,29857,29,2064,118,1,-1,0,unknown,cellular,0
277,26613,55,14394,633,2,156,2,other,cellular,0
278,6372,92,11406,179,3,-1,0,unknown,unknown,0
279,3062,66,5936,301,3,-1,0,unknown,unknown,0
280,172,10,28930,250,1,-1,0,unknown,unknown,0
281,22829,64,43587,454,6,-1,0,unknown,cellular,0
282,42555,85,19712,150,2,195,2,success,cellular,1
283,34472,81,14948,242,1,365,2,failure,cellular,0
284,28449,9,30989,205,1,-1,0,unknown,cellular,0
285,12588,63,20622,385,6,-1,0,unknown,unknown,0
286,3399,7,28337,104,2,-1,0,unknown,unknown,0
287,6360,12,27698,305,2,-1,0,unknown,unknown,0
288,8811,91,13142,283,1,-1,0,unknown,unknown,0
289,37611,20,14882,161,1,332,8,failure,cellular,0
290,35409,9,40051,67,3,-1,0,unknown,cellular,0
291,29874,61,34140,57,1,-1,0,unknown,cellular,0
292,40220,52,162,529,2,-1,0,unknown,cellular,1
293,13530,64,30256,171,1,-1,0,unknown,cellular,0
294,38157,47,43457,382,1,-1,0,unknown,cellular,1
295,8082,88,18382,193,4,-1,0,unknown,unknown,0
296,30989,74,22872,44,2,-1,0,unknown,cellular,0
297,6825,16,42954,160,3,-1,0,unknown,unknown,0
298,38599,11,1427,122,8,-1,0,unknown,cellular,0
299,3617,10,29522,262,4,-1,0,unknown,unknown,0
300,36695,47,18280,15,1,-1,0,unknown,telephone,0
301,29088,25,32212,212,1,-1,0,unknown,cellular,0
302,32555,92,15963,150,1,-1,0,unknown,cellular,0
303,43314,35,18616,231,1,181,2,success,cellular,1
304,45109,59,11392,129,1,-1,0,unknown,cellular,0
305,15361,9,21308,203,1,-1,0,unknown,cellular,0
306,31410,86,28744,439,4,-1,0,unknown,cellular,0
307,33107,99,11477,79,1,151,1,failure,cellular,0
308,13074,37,3176,85,4,-1,0,unknown,cellular,0
309,1469,18,34088,81,2,-1,0,unknown,unknown,0
310,38566,90,41583,15,3,-1,0,unknown,cellular,0
311,7923,14,1819,539,12,-1,0,unknown,unknown,1
312,24260,61,18062,376,1,-1,0,unknown,cellular,0
313,32589,35,24332,185,1,336,2,other,cellular,0
314,18265,6,30793,84,6,-1,0,unknown,telephone,0
315,23934,78,26953,1028,2,-1,0,unknown,cellular,0
316,42798,61,12494,176,2,-1,0,unknown,telephone,0
317,19070,11,1797,790,1,-1,0,unknown,cellular,0
318,25092,96,29745,63,2,-1,0,unknown,cellular,0
319,11109,93,38893,906,2,-1,0,unknown,unknown,0
320,25288,57,14946,127,4,-1,0,unknown,cellular,0
321,39754,25,12980,113,1,-1,0,unknown,cellular,0
322,16670,40,40018,188,1,-1,0,unknown,cellular,0
323,26636,76,11838,230,1,-1,0,unknown,cellular,0
324,23616,26,34500,146,19,-1,0,unknown,telephone,0
325,2468,68,26529,156,1,-1,0,unknown,unknown,0
326,16136,23,18069,124,2,-1,0,unknown,cellular,0
327,7619,47,44790,70,2,-1,0,unknown,unknown,0
328,2398,97,7555,295,1,-1,0,unknown,unknown,0
329,31868,91,6715,105,1,323,1,failure,cellular,0
330,30982,12,13923,44,2,-1,0,unknown,cellular,0
331,15099,2,12302,120,3,-1,0,unknown,cellular,0
332,20107,89,13184,100,2,-1,0,unknown,cellular,0
333,27646,86,27351,1555,2,-1,0,unknown,cellular,1
334,40590,54,32813,132,4,-1,0,unknown,cellular,0
335,1517,13,43093,383,3,-1,0,unknown,unknown,0
336,104,7,14885,55,3,-1,0,unknown,unknown,0
337,27140,77,6193,51,1,-1,0,unknown,cellular,0
338,34614,85,26050,65,3,342,1,other,cellular,0
339,16831,42,38804,180,19,-1,0,unknown,cellular,0
340,42632,22,13597,409,2,-1,0,unknown,cellular,1
341,11789,36,23430,256,8,-1,0,unknown,unknown,0
342,4399,35,8597,21,11,-1,0,unknown,unknown,0
343,40718,2,49625,119,1,99,3,failure,cellular,0
344,11765,72,47185,27,1,-1,0,unknown,unknown,0
345,7121,33,39653,134,1,-1,0,unknown,unknown,0
346,20395,8,39898,48,9,-1,0,unknown,cellular,0
347,283,40,9123,310,4,-1,0,unknown,unknown,0
348,7612,38,21699,1133,2,-1,0,unknown,unknown,1
349,21654,2,46347,258,2,-1,0,unknown,cellular,0
350,26226,16,26488,364,1,-1,0,unknown,cellular,0
351,20943,11,27094,127,2,-1,0,unknown,cellular,0
352,4129,58,6608,267,1,-1,0,unknown,unknown,0
353,37867,55,16019,285,1,330,3,other,cellular,0
354,4199,5,12992,488,3,-1,0,unknown,unknown,0
355,20515,25,23902,179,6,-1,0,unknown,cellular,0
356,9378,70,29266,110,1,-1,0,unknown,unknown,0
357,21553,46,32589,227,4,-1,0,unknown,cellular,0
358,13622,1,34251,71,1,-1,0,unknown,cellular,0
359,29679,66,8830,251,4,187,11,other,cellular,0
360,19313,75,30028,68,4,-1,0,unknown,cellular,0
361,12696,23,14060,89,4,-1,0,unknown,cellular,0
362,29462,83,45095,211,1,-1,0,unknown,cellular,0
363,41362,31,33280,104,1,-1,0,unknown,cellular,0
364,39826,42,42270,53,2,-1,0,unknown,telephone,0
365,28899,60,11646,267,6,-1,0,unknown,cellular,0
366,487,71,20393,448,1,-1,0,unknown,unknown,0
367,1306,12,25849,111,1,-1,0,unknown,unknown,0
368,30910,78,9440,190,1,-1,0,unknown,cellular,1
369,43993,94,40595,171,1,141,3,other,cellular,0
370,13448,47,3989,128,1,-1,0,unknown,cellular,0
371,42786,46,36846,161,1,98,2,failure,cellular,1
372,14954,58,36592,252,2,-1,0,unknown,cellular,0
373,8191,37,16758,281,4,-1,0,unknown,unknown,0
374,32499,9,21618,239,3,329,2,failure,cellular,0
375,29474,7,17300,321,1,-1,0,unknown,cellular,0
376,33891,77,4670,720,1,-1,0,unknown,cellular,1
377,10375,96,743,168,2,-1,0,unknown,unknown,0
378,30621,53,39393,200,1,253,1,failure,cellular,0
379,35392,27,9242,43,3,-1,0,unknown,cellular,0
380,22579,31,5792,436,5,-1,0,unknown,cellular,0
381,37850,59,21793,36,1,352,1,other,cellular,0
382,44599,7,1449,6,1,-1,0,unknown,unknown,0
383,42346,16,32155,112,1,-1,0,unknown,cellular,0
384,24986,65,24396,389,1,172,2,failure,cellular,0
385,3722,42,46730,122,1,-1,0,unknown,unknown,0
386,19289,76,9275,221,12,-1,0,unknown,cellular,0
387,9039,70,33320,647,1,-1,0,unknown,unknown,0
388,15820,83,32438,509,1,-1,0,unknown,cellular,0
389,6287,66,32718,261,1,-1,0,unknown,unknown,0
390,26926,86,13709,299,1,-1,0,unknown,cellular,0
391,24419,51,4619,96,1,-1,0,unknown,cellular,0
392,5944,20,35398,113,4,-1,0,unknown,unknown,0
393,1607,69,40604,207,3,-1,0,unknown,unknown,0
394,25495,31,10356,192,1,177,3,failure,cellular,0
395,2707,86,4009,69,19,-1,0,unknown,unknown,0
396,955,73,41677,328,2,-1,0,unknown,unknown,0
397,37521,82,46808,182,4,-1,0,unknown,cellular,0
398,38505,39,24323,757,1,330,1,failure,cellular,0
399,39660,45,22897,189,2,-1,0,unknown,cellular,1
400,44334,60,25941,1697,1,-1,0,unknown,cellular,0
401,16541,78,44816,54,29,-1,0,unknown,cellular,0
402,41515,90,39935,345,1,-1,0,unknown,cellular,1
403,44841,22,8071,4,1,771,2,success,unknown,0
404,45172,63,33573,223,3,555,16,failure,cellular,0
405,27103,93,29611,279,1,-1,0,unknown,cellular,0
406,17152,3,26138,63,6,-1,0,unknown,telephone,0
407,34555,97,32550,67,1,-1,0,unknown,cellular,0
408,34644,66,5466,128,1,336,1,other,cellular,0
409,5381,79,20804,7,1,-1,0,unknown,unknown,0
410,33419,97,5887,281,1,-1,0,unknown,cellular,0
411,41660,29,34244,302,1,119,5,success,cellular,0
412,17103,58,22176,93,11,-1,0,unknown,telephone,0
413,10899,88,45033,120,1,-1,0,unknown,unknown,0
414,24614,67,10000,60,2,-1,0,unknown,telephone,0
415,17409,35,49630,120,4,-1,0,unknown,cellular,0
416,11467,30,15749,84,3,-1,0,unknown,unknown,0
417,34737,91,31624,87,1,-1,0,unknown,cellular,0
418,39933,9,33974,306,2,-1,0,unknown,telephone,0
419,19507,82,12178,131,2,-1,0,unknown,cellular,0
420,27597,84,38460,197,2,99,2,other,cellular,0
421,20155,58,3333,123,4,-1,0,unknown,cellular,0
422,44882,32,9285,173,2,190,10,other,cellular,1
423,26871,61,48608,310,3,-1,0,unknown,cellular,0
424,39119,55,42706,61,4,362,1,failure,cellular,0
425,31538,84,6687,173,2,-1,0,unknown,cellular,0
426,2185,25,12955,457,4,-1,0,unknown,unknown,0
427,30885,94,30363,12,8,174,9,other,cellular,0
428,4672,65,10325,443,1,-1,0,unknown,unknown,0
429,29987,24,1637,173,1,-1,0,unknown,cellular,0
430,40451,95,43983,222,1,-1,0,unknown,cellular,0
431,9697,82,29020,119,4,-1,0,unknown,unknown,0
432,9505,39,9435,326,1,-1,0,unknown,unknown,0
433,17091,12,46778,171,1,-1,0,unknown,cellular,0
434,26768,68,37650,283,2,189,2,other,cellular,0
435,3937,77,16399,76,21,-1,0,unknown,unknown,0
436,32232,47,3043,288,3,324,1,other,cellular,0
437,7513,72,38504,421,3,-1,0,unknown,unknown,0
438,20129,2,21895,156,2,-1,0,unknown,cellular,0
439,18780,77,29979,76,5,-1,0,unknown,cellular,0
440,28867,27,3316,276,3,-1,0,unknown,telephone,0
441,16449,92,12471,239,11,-1,0,unknown,telephone,0
442,36645,5,7615,179,1,-1,0,unknown,cellular,0
443,734,70,9660,314,3,-1,0,unknown,unknown,0
444,26345,98,5764,230,1,-1,0,unknown,cellular,0
445,8648,83,45055,296,2,-1,0,unknown,unknown,0
446,24847,23,18535,75,2,-1,0,unknown,cellular,0
447,22188,56,4937,212,4,-1,0,unknown,cellular,0
448,29391,9,12501,83,3,-1,0,unknown,cellular,0
449,24139,22,17235,132,1,-1,0,unknown,telephone,0
450,20502,20,44633,69,4,-1,0,unknown,cellular,0
451,17199,98,13181,57,3,-1,0,unknown,cellular,0
452,35287,18,9653,551,1,351,1,failure,cellular,0
453,28640,51,18888,152,2,254,1,failure,telephone,0
454,18159,68,1393,88,5,-1,0,unknown,cellular,0
455,3863,32,40577,703,4,-1,0,unknown,unknown,0
456,9255,26,39165,805,2,-1,0,unknown,unknown,0
457,3385,99,42407,215,2,-1,0,unknown,unknown,0
458,43133,26,48556,481,2,-1,0,unknown,cellular,1
459,14157,57,35809,117,2,-1,0,unknown,cellular,0
460,23995,13,42817,61,4,-1,0,unknown,cellular,0
461,1009,66,18933,362,1,-1,0,unknown,unknown,0
462,26573,46,42394,151,2,-1,0,unknown,cellular,0
463,39857,81,3989,199,1,96,2,success,cellular,1
464,30551,85,30869,267,2,-1,0,unknown,cellular,0
465,17383,75,17477,207,7,-1,0,unknown,cellular,0
466,30481,77,46191,214,2,-1,0,unknown,cellular,0
467,30051,36,10908,362,2,169,2,failure,cellular,0
468,37496,77,4934,446,3,357,8,other,cellular,0
469,1341,51,9799,513,1,-1,0,unknown,unknown,1
470,31839,13,32882,179,2,-1,0,unknown,cellular,0
471,26052,45,8777,93,3,111,3,failure,cellular,0
472,15095,94,16358,342,2,-1,0,unknown,cellular,1
473,7539,36,49473,226,1,-1,0,unknown,unknown,0
474,23258,93,21315,145,2,-1,0,unknown,telephone,0
475,32890,12,25872,185,1,317,2,failure,cellular,0
476,25587,40,9290,37,1,-1,0,unknown,cellular,0
477,36428,6,40295,180,3,-1,0,unknown,cellular,0
478,37741,3,5000,157,4,367,1,failure,cellular,0
479,34031,52,44544,198,1,160,1,failure,cellular,0
480,20066,87,39242,62,3,-1,0,unknown,cellular,0
481,7423,3,23853,587,4,-1,0,unknown,unknown,0
482,40981,92,38826,78,2,-1,0,unknown,cellular,0
483,42439,44,42984,415,2,116,4,failure,cellular,1
484,19667,47,326,670,1,-1,0,unknown,cellular,1
485,38475,93,1518,228,2,297,1,other,cellular,0
